iter	RMSE
384	0.1755843089
385	0.175467094
386	0.1753217154
387	0.1752488132
388	0.1751602315
389	0.1750997822
390	0.1750373425
391	0.1749323247
392	0.1748734321
393	0.1748691853
394	0.1748655871
395	0.1746616965
396	0.1746574941
397	0.1746539346
398	0.1746246555
399	0.1743801725
400	0.1742795992
401	0.1741939429
402	0.1741902895
403	0.1741001215
404	0.1740685919
405	0.1739847124
406	0.1739222511
407	0.1737716459
408	0.1736317688
409	0.1735558834
410	0.1734808309
411	0.1734476198
412	0.1733296919
413	0.1732171019
414	0.1731851241
415	0.1730530861
416	0.1730497378
417	0.1729735413
418	0.172859357
419	0.1728562572
420	0.172768556
421	0.1726985704
422	0.1725756699
423	0.1724927582
424	0.1724557252
425	0.1724528823
426	0.1723699472
427	0.1722366509
428	0.1722004524
429	0.1721725372
430	0.1721041264
431	0.1721011325
432	0.1720289044
433	0.1720260093
434	0.1719759058
435	0.1718271619
436	0.1718080313
437	0.1717253129
438	0.171711743
439	0.1716771146
440	0.1716435188
441	0.1715798757
442	0.1715667995
443	0.1715484929
444	0.1715163271
445	0.1714091573
446	0.1713989043
447	0.1713810266
448	0.1712697066
449	0.1711470252
450	0.1710293415
451	0.1709053408
452	0.170895884
453	0.170819958
454	0.1707686918
455	0.1707120197
456	0.170626463
457	0.1706008831
458	0.1705838322
459	0.1705811578
460	0.170571822
461	0.1705303478
462	0.1704900089
463	0.1704568581
464	0.1704076289
465	0.1703407601
466	0.170277251
467	0.1702403866
468	0.1701402553
469	0.1700241374
470	0.1700009046
471	0.1699711116
472	0.1699016457
473	0.1698730607
474	0.1697868965
475	0.1696690778
476	0.169603704
477	0.1695950731
478	0.1695302828
479	0.1695144993
480	0.1694474409
481	0.1694193535
482	0.169358806
483	0.1693310503
484	0.1692349899
485	0.1692149215
486	0.169201885
487	0.169187472
488	0.1690559593
489	0.1689471911
490	0.1688638444
491	0.1687833345
492	0.1687616676
493	0.1687346974
494	0.1687083156
495	0.1686697356
496	0.1686438869
497	0.16858023
498	0.1685592951
499	0.1685389477
500	0.168438233
501	0.1684161308
502	0.1684013347
503	0.1683868293
504	0.1682845341
505	0.1682764188
506	0.1682505967
507	0.1681752562
508	0.1681147757
509	0.168007706
510	0.1679857955
511	0.1678892575
512	0.1678871704
513	0.167782462
514	0.1676699716
515	0.1676150029
516	0.1676090943
517	0.1675910929
518	0.1675890511
519	0.1674845837
520	0.1674728384
521	0.1673764513
522	0.1672887094
523	0.167266576
524	0.1672525829
525	0.1671652567
526	0.1671621265
527	0.1670705227
528	0.1670450053
529	0.1670397675
530	0.1669274229
531	0.1669099808
532	0.1668389387
533	0.1667494577
534	0.1666548664
535	0.1666336003
536	0.1666285218
537	0.1665410922
538	0.1665154728
539	0.1664325102
540	0.166379906
541	0.1662830469
542	0.166259176
543	0.1661998518
544	0.1661428276
545	0.1661375726
546	0.1661127912
547	0.1660958273
548	0.1660747918
549	0.1660616613
550	0.1659574313
551	0.1658493707
552	0.1658423805
553	0.1657572247
554	0.1656659932
555	0.1656600448
556	0.1655518673
557	0.165450011
558	0.1654252883
559	0.1654032799
560	0.1653799628
561	0.1653688011
562	0.1653356466
563	0.1652515316
564	0.1652071346
565	0.1652023959
566	0.1651222888
567	0.1650974475
568	0.1650848247
569	0.1650086905
570	0.1649401046
571	0.1648649853
572	0.1647852189
573	0.1647526756
574	0.1647286997
575	0.1646660605
576	0.1646424257
577	0.1645724897
578	0.1645095476
579	0.1644380754
580	0.1643597545
581	0.1643298281
582	0.16432388
583	0.1642444299
584	0.164208774
585	0.164185019
586	0.1641730632
587	0.1641445999
588	0.1641257357
589	0.164085252
590	0.1640775727
591	0.164073015
592	0.1639800934
593	0.1638858846
594	0.1638529708
595	0.1638302831
596	0.1637257477
597	0.1636927943
598	0.1636226117
599	0.1636124257
600	0.1635753001
601	0.1635649159
602	0.1634982178
603	0.1634890573
604	0.1634093748
605	0.1633924128
606	0.1632948257
607	0.163272815
608	0.1632428426
609	0.1631390003
610	0.1630523267
611	0.1630371349
612	0.1629790617
613	0.1629336919
614	0.1628869828
615	0.1628834221
616	0.1627872535
617	0.1627328512
618	0.1626952235
619	0.1626719435
620	0.1626679709
621	0.1626159115
622	0.1625919327
623	0.1625770755
624	0.1625716894
625	0.162484486
626	0.1624566818
627	0.162395104
628	0.1623096842
629	0.1622986126
630	0.1622553898
631	0.1621374983
632	0.1620473956
633	0.1620129568
634	0.1619390301
635	0.1619173497
636	0.1618493075
637	0.1618348172
638	0.1617820003
639	0.1617591865
640	0.1617554558
641	0.1617417482
642	0.1616585359
643	0.1616378283
644	0.16159757
645	0.1615589443
646	0.161480239
647	0.161457624
648	0.1614315265
649	0.161428297
650	0.1613171005
651	0.1612968313
652	0.1612097018
653	0.1611681299
654	0.1611366598
655	0.1610625975
656	0.1610440867
657	0.1610406567
658	0.1609594828
659	0.1609053537
660	0.1608952671
661	0.1607985113
662	0.1607460422
663	0.1606954233
664	0.1606642229
665	0.1606415293
666	0.1606042748
667	0.1605901208
668	0.1605680986
669	0.1605459611
670	0.160532797
671	0.1605127342
672	0.1604872903
673	0.1604742862
674	0.1604557421
675	0.160446168
676	0.1603690474
677	0.160293027
678	0.1602187219
679	0.1601965958
680	0.1601938985
681	0.1601053462
682	0.1600295608
683	0.1599513201
684	0.1597735234
685	0.1596897781
686	0.1596770359
687	0.159612019
688	0.1595661568
689	0.1595189377
690	0.1594796919
691	0.1593960201
692	0.1593271786
693	0.1593175343
694	0.1592212926
695	0.1592022898
696	0.159165814
697	0.1591564288
698	0.159107864
699	0.159037795
700	0.1589672342
701	0.1589503244
702	0.1589007793
703	0.1588915435
704	0.1588241525
705	0.1587634857
706	0.158753771
707	0.1586882807
708	0.1586854995
709	0.1586764154
710	0.1586248112
711	0.1586159873
712	0.1585668815
713	0.1585449834
714	0.1585264013
715	0.1585225361
716	0.1584676229
717	0.1583886912
718	0.1583273933
719	0.1583085561
720	0.1582615005
721	0.1582461242
722	0.1582239936
723	0.1581349746
724	0.1581104514
725	0.1580938365
726	0.1580414658
727	0.1580199275
728	0.1579986022
729	0.157963001
730	0.1579622139
731	0.1578860846
732	0.1578040485
733	0.1577572174
734	0.1576653287
735	0.1575666131
736	0.1575209942
737	0.1574690361
738	0.1574237616
739	0.1574160509
740	0.1573518248
741	0.1573180371
742	0.1572579235
743	0.157191153
744	0.1571696949
745	0.1571046831
746	0.1570808921
747	0.1570709186
748	0.1570225564
749	0.1570104546
750	0.1569358441
751	0.15691554
752	0.1568695374
753	0.1568603084
754	0.1567751749
755	0.156757258
756	0.1566719061
757	0.1566543628
758	0.1566336927
759	0.1565893366
760	0.1565641405
761	0.1565430366
762	0.1564676242
763	0.156445661
764	0.1563828553
765	0.1563808057
766	0.1563407296
767	0.1563294531
768	0.1563174455
769	0.1562716326
770	0.1562132835
771	0.1561465482
772	0.1561161958
773	0.1560503084
774	0.1560362169
775	0.156022575
776	0.1560002878
777	0.1559525774
778	0.1559321634
779	0.1559200187
780	0.1558766744
781	0.1557233133
782	0.1557042267
783	0.1556956896
784	0.155648851
785	0.1556172967
786	0.1555535188
787	0.1555446309
788	0.1555241667
789	0.1554637935
790	0.1554517221
791	0.1553426106
792	0.1553228726
793	0.1552580701
794	0.1552258263
795	0.155217331
796	0.1551879147
797	0.1551426054
798	0.1551218172
799	0.1551134724
800	0.1550412701
801	0.1549732496
802	0.1549067922
803	0.1548652829
804	0.1548353937
805	0.1548331662
806	0.1547964476
807	0.154745344
808	0.1547225389
809	0.1547145233
810	0.1546982442
811	0.1546543023
812	0.1546261548
813	0.1545961971
814	0.1545911754
815	0.1545813888
816	0.1545353058
817	0.1545233656
818	0.1544620239
819	0.1544507479
820	0.1544488479
821	0.154431764
822	0.154354002
823	0.1543432879
824	0.1542690489
825	0.1542661377
826	0.1542238144
827	0.1541796012
828	0.1541573435
829	0.1541408724
830	0.1540801168
831	0.1540210781
832	0.1539796189
833	0.1539390143
834	0.1539341692
835	0.1538774745
836	0.153832541
837	0.1538248678
838	0.1538020118
839	0.1538003871
840	0.1537825441
841	0.1537278202
842	0.1536933528
843	0.1536558255
844	0.1536297886
845	0.1535833552
846	0.153553126
847	0.1534950426
848	0.1534710543
849	0.1534518295
850	0.1532992167
851	0.1532515771
852	0.153236482
853	0.1532288258
854	0.1532278279
855	0.1531643615
856	0.1531073334
857	0.1530941958
858	0.1530766343
859	0.1530673056
860	0.1529977736
861	0.1529583563
862	0.1529385916
863	0.1528924686
864	0.1528425376
865	0.1527910959
866	0.1527341214
867	0.1526940572
868	0.1526271616
869	0.1526131322
870	0.1525289397
871	0.1525262023
872	0.1524472348
873	0.1523878787
874	0.1523618441
875	0.1523602261
876	0.1523242748
877	0.1522651646
878	0.1522403399
879	0.1522125034
880	0.1521353814
881	0.1520718858
882	0.1520680794
883	0.1520106599
884	0.1519507138
885	0.1519305553
886	0.1518983236
887	0.1518330376
888	0.1518193351
889	0.1517768696
890	0.1517665514
891	0.1517119865
892	0.1516574006
893	0.1516183355
894	0.1516170639
895	0.1515640533
896	0.1515626028
897	0.1515527446
898	0.1515343286
899	0.1514821164
900	0.1514461113
901	0.1514449812
902	0.1513899976
903	0.1513862852
904	0.1513458687
905	0.1513445905
906	0.1512851251
907	0.1512777498
908	0.1512435183
909	0.1512305393
910	0.1512207971
911	0.1512195892
912	0.1511865169
913	0.1511850826
914	0.1511327236
915	0.1511053685
916	0.1511017893
917	0.1510425206
918	0.1509345083
919	0.1508556865
920	0.1508544093
921	0.1507877405
922	0.1507358014
923	0.1506832855
924	0.1506610931
925	0.1506112399
926	0.1506037278
927	0.1505820625
928	0.1505461746
929	0.1505361284
930	0.1504654212
931	0.1503505691
932	0.1503290073
933	0.1502512642
934	0.1502415495
935	0.1502379426
936	0.1501942411
937	0.1501460903
938	0.1501365237
939	0.1501182964
940	0.1500465555
941	0.1500306139
942	0.149996595
943	0.1499309565
944	0.14987542
945	0.149856325
946	0.1498422508
947	0.1497921353
948	0.1497827119
949	0.1497794778
950	0.1497046819
951	0.14967008
952	0.1496403356
953	0.1496224069
954	0.149613576
955	0.1495756834
956	0.1495615431
957	0.1495446889
958	0.1495094001
959	0.1495004478
960	0.1494693747
961	0.1494667969
962	0.1494656871
963	0.1494448514
964	0.1494242798
965	0.1493782963
966	0.1493342218
967	0.1492744931
968	0.1492384192
969	0.1492179727
970	0.1491636374
971	0.1491397785
972	0.1491340052
973	0.1491202673
974	0.1490756206
975	0.1490367961
976	0.1489973048
977	0.1489854085
978	0.1488604707
979	0.1488530663
980	0.148800842
981	0.1487584651
982	0.1487178474
983	0.148680219
984	0.1486631993
985	0.1486242841
986	0.1485827057
987	0.1485494921
988	0.1485423214
989	0.148503648
990	0.1484193249
991	0.1483545275
992	0.1483328829
993	0.1483179064
994	0.1483148272
995	0.1483067463
996	0.1483057266
997	0.1482879328
998	0.1482565568
999	0.1481604908
